Event Date,Hours Absent,Function Category
2021-05-20,8,SI - STD Pay @ 100%
2021-05-21,8,SI - STD Pay @ 100%
2021-05-24,8,SI - STD Pay @ 100%
2021-05-25,8,SI - STD Pay @ 100%
2021-05-26,8,SI - STD Pay @ 100%
2021-05-27,8,SI - STD Pay @ 100%
2021-05-28,8,SI - STD Pay @ 100%
2021-05-31,8,SI - STD Pay @ 100%
2021-06-01,8,SI - STD Pay @ 100%
2021-06-02,8,SI - STD Pay @ 100%
2021-06-03,8,SI - STD Pay @ 100%
2021-06-04,8,SI - STD Pay @ 100%
2021-06-07,8,SI - STD Pay @ 100%
2021-06-08,8,SI - STD Pay @ 100%
2021-06-09,8,SI - STD Pay @ 100%
2021-06-10,8,SI - STD Pay @ 100%
2021-06-11,8,SI - STD Pay @ 100%
2021-06-14,8,SI - STD Pay @ 100%
2021-06-15,8,SI - STD Pay @ 100%
2021-06-16,8,SI - STD Pay @ 100%
2021-06-17,8,SI - STD Pay @ 100%
2021-06-18,8,SI - STD Pay @ 100%
2021-06-21,8,SI - STD Pay @ 100%
2021-06-22,8,SI - STD Pay @ 100%
2021-06-23,8,SI - STD Pay @ 100%
2021-06-24,8,SI - STD Pay @ 100%
2021-06-25,8,SI - STD Pay @ 100%
2021-06-28,8,SI - STD Pay @ 100%
2021-06-29,8,SI - STD Pay @ 100%
2021-06-30,8,SIE - STD Pay @ 100% Incident End
2021-01-01,8,S9 - STD Pay @ 90%
2021-01-04,8,S9 - STD Pay @ 90%
2021-01-05,8,S9 - STD Pay @ 90%
2021-01-06,8,S9 - STD Pay @ 90%
2021-01-07,8,S9 - STD Pay @ 90%
2021-01-08,8,S9 - STD Pay @ 90%
2021-01-11,8,S9 - STD Pay @ 90%
2021-01-12,8,S9 - STD Pay @ 90%
2021-01-13,8,S9 - STD Pay @ 90%
2021-01-14,8,S9 - STD Pay @ 90%
2021-01-15,8,S9 - STD Pay @ 90%
2021-01-18,8,SI - STD Pay @ 100%
2021-01-19,8,SI - STD Pay @ 100%
2021-01-20,8,SI - STD Pay @ 100%
2021-01-21,8,SI - STD Pay @ 100%
2021-01-22,8,SI - STD Pay @ 100%
2021-01-25,8,SI - STD Pay @ 100%
2021-01-26,8,SI - STD Pay @ 100%
2021-01-27,8,SI - STD Pay @ 100%
2021-01-28,8,SI - STD Pay @ 100%
2021-01-29,8,SI - STD Pay @ 100%
2021-02-01,8,SI - STD Pay @ 100%
2021-02-02,8,SI - STD Pay @ 100%
2021-02-03,8,SI - STD Pay @ 100%
2021-02-04,8,SI - STD Pay @ 100%
2021-02-05,8,SI - STD Pay @ 100%
2021-02-08,8,SI - STD Pay @ 100%
2021-02-09,8,SI - STD Pay @ 100%
2021-02-10,8,SI - STD Pay @ 100%
2021-02-11,8,SI - STD Pay @ 100%
2021-02-12,8,SI - STD Pay @ 100%
2021-02-15,8,SI - STD Pay @ 100%
2021-02-16,8,SI - STD Pay @ 100%
2021-02-17,8,SI - STD Pay @ 100%
2021-02-18,8,SI - STD Pay @ 100%
2021-02-19,8,SI - STD Pay @ 100%
2021-02-22,8,SI - STD Pay @ 100%
2021-02-23,8,SI - STD Pay @ 100%
2021-02-24,8,SI - STD Pay @ 100%
2021-02-25,8,SI - STD Pay @ 100%
2021-02-26,8,SI - STD Pay @ 100%
2021-03-01,8,SI - STD Pay @ 100%
2021-03-02,8,SI - STD Pay @ 100%
2021-03-03,8,SI - STD Pay @ 100%
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SI - STD Pay @ 100%
2021-03-08,8,SI - STD Pay @ 100%
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SI - STD Pay @ 100%
2021-03-11,8,SI - STD Pay @ 100%
2021-03-12,8,SI - STD Pay @ 100%
2021-03-15,8,SI - STD Pay @ 100%
2021-03-16,8,SI - STD Pay @ 100%
2021-03-17,8,SI - STD Pay @ 100%
2021-03-18,8,SI - STD Pay @ 100%
2021-03-19,8,SI - STD Pay @ 100%
2021-03-22,8,SI - STD Pay @ 100%
2021-03-23,8,SI - STD Pay @ 100%
2021-03-24,8,SI - STD Pay @ 100%
2021-03-25,8,SI - STD Pay @ 100%
2021-03-26,8,SI - STD Pay @ 100%
2021-03-29,8,SI - STD Pay @ 100%
2021-03-30,8,SI - STD Pay @ 100%
2021-03-31,8,SI - STD Pay @ 100%
2021-04-01,8,SI - STD Pay @ 100%
2021-04-02,8,SI - STD Pay @ 100%
2021-04-05,8,SI - STD Pay @ 100%
2021-04-06,4,SI - STD Pay @ 100%
2021-04-06,4,S7 - STD Pay @75%
2021-04-07,8,S7 - STD Pay @75%
2021-04-08,8,S7 - STD Pay @75%
2021-04-09,8,S7 - STD Pay @75%
2021-04-12,8,S7 - STD Pay @75%
2021-04-13,8,S7E - STD Pay @ 75% Incident End
2021-10-28,8,SI - STD Pay @ 100%
2021-10-29,8,SI - STD Pay @ 100%
2021-10-30,8,SI - STD Pay @ 100%
2021-10-31,8,SI - STD Pay @ 100%
2021-11-01,8,SIE - STD Pay @ 100% Incident End
2021-11-12,3.7,SIE - STD Pay @ 100% Incident End
2021-02-01,8,SI - STD Pay @ 100%
2021-02-02,8,SI - STD Pay @ 100%
2021-02-03,8,SI - STD Pay @ 100%
2021-02-04,8,SI - STD Pay @ 100%
2021-02-05,8,SIE - STD Pay @ 100% Incident End
2021-08-30,7.5,SIE - STD Pay @ 100% Incident End
2021-10-01,7.5,SIE - STD Pay @ 100% Incident End
2021-11-03,7.5,SI - STD Pay @ 100%
2021-11-04,7.5,SI - STD Pay @ 100%
2021-11-05,7.5,SIE - STD Pay @ 100% Incident End
2021-02-25,6.5,SI - STD Pay @ 100%
2021-02-26,5,SIE - STD Pay @ 100% Incident End
2021-01-02,9.23,SI - STD Pay @ 100%
2021-01-03,9.23,SI - STD Pay @ 100%
2021-01-04,9.23,SIE - STD Pay @ 100% Incident End
2021-04-17,9.23,SI - STD Pay @ 100%
2021-04-18,9.23,SIE - STD Pay @ 100% Incident End
2021-11-23,9.23,SI - STD Pay @ 100%
2021-11-24,9.23,SIE - STD Pay @ 100% Incident End
2021-12-08,9.23,SI - STD Pay @ 100%
2021-12-09,9.23,SI - STD Pay @ 100%
2021-12-10,9.23,SI - STD Pay @ 100%
2021-12-14,9.23,SI - STD Pay @ 100%
2021-12-15,9.23,SI - STD Pay @ 100%
2021-12-16,9.23,SI - STD Pay @ 100%
2021-12-17,9.23,SI - STD Pay @ 100%
2021-12-21,9.23,SI - STD Pay @ 100%
2021-12-22,9.23,SIE - STD Pay @ 100% Incident End
2021-08-17,8,SI - STD Pay @ 100%
2021-08-18,8,SIE - STD Pay @ 100% Incident End
2021-12-09,6.75,SI - STD Pay @ 100%
2021-12-10,6.75,SI - STD Pay @ 100%
2021-12-13,6.75,SI - STD Pay @ 100%
2021-12-14,6.75,SIE - STD Pay @ 100% Incident End
2021-10-22,6.25,SIE - STD Pay @ 100% Incident End
2021-11-23,13.5,SIE - STD Pay @ 100% Incident End
2021-11-25,6.75,SI - STD Pay @ 100%
2021-11-26,6.75,SI - STD Pay @ 100%
2021-11-29,6.75,SI - STD Pay @ 100%
2021-11-30,6.75,SI - STD Pay @ 100%
2021-12-01,6.75,SI - STD Pay @ 100%
2021-12-02,6.75,SI - STD Pay @ 100%
2021-12-03,6.75,SI - STD Pay @ 100%
2021-12-04,-6.75,SIE - STD Pay @ 100% Incident End
2021-12-06,6.75,SI - STD Pay @ 100%
2021-12-07,6.75,SI - STD Pay @ 100%
2021-12-08,6.75,SI - STD Pay @ 100%
2021-12-09,6.75,SI - STD Pay @ 100%
2021-12-10,6.75,SIE - STD Pay @ 100% Incident End
2021-12-08,8,SI - STD Pay @ 100%
2021-12-09,8,SI - STD Pay @ 100%
2021-12-10,8,SIE - STD Pay @ 100% Incident End
2021-04-06,6.9,SIE - STD Pay @ 100% Incident End
2021-07-12,8.9,SI - STD Pay @ 100%
2021-08-09,6.9,SI - STD Pay @ 100%
2021-08-10,8.9,SI - STD Pay @ 100%
2021-08-11,8.9,SIE - STD Pay @ 100% Incident End
2021-10-18,7.9,SIE - STD Pay @ 100% Incident End
2021-11-01,8.4,S7 - STD Pay @75%
2021-11-02,7.9,S7E - STD Pay @ 75% Incident End
2021-01-27,12,SIE - STD Pay @ 100% Incident End
2021-03-24,10,SI - STD Pay @ 100%
2021-03-25,12,SI - STD Pay @ 100%
2021-03-26,12,SI - STD Pay @ 100%
2021-03-27,12,SIE - STD Pay @ 100% Incident End
2021-04-26,8,SI - STD Pay @ 100%
2021-04-27,8,SI - STD Pay @ 100%
2021-04-28,8,SI - STD Pay @ 100%
2021-04-29,8,SI - STD Pay @ 100%
2021-04-30,8,SIE - STD Pay @ 100% Incident End
2021-06-15,7.5,SI - STD Pay @ 100%
2021-06-16,10,SI - STD Pay @ 100%
2021-06-17,10,SI - STD Pay @ 100%
2021-06-18,10,SIE - STD Pay @ 100% Incident End
2021-07-27,3,S7 - STD Pay @75%
2021-07-28,10,S7E - STD Pay @ 75% Incident End
2021-03-12,12,SI - STD Pay @ 100%
2021-03-13,8,SIE - STD Pay @ 100% Incident End
2021-01-01,8,SIE - STD Pay @ 100% Incident End
2021-07-19,8,SI - STD Pay @ 100%
2021-07-20,8,SI - STD Pay @ 100%
2021-07-21,8,SI - STD Pay @ 100%
2021-07-22,8,SI - STD Pay @ 100%
2021-07-23,8,SI - STD Pay @ 100%
2021-07-26,8,SI - STD Pay @ 100%
2021-07-27,8,SI - STD Pay @ 100%
2021-07-28,8,SI - STD Pay @ 100%
2021-07-29,8,SI - STD Pay @ 100%
2021-07-30,8,SI - STD Pay @ 100%
2021-08-02,8,SI - STD Pay @ 100%
2021-08-03,8,SI - STD Pay @ 100%
2021-08-04,8,SI - STD Pay @ 100%
2021-08-05,8,SI - STD Pay @ 100%
2021-08-06,8,SI - STD Pay @ 100%
2021-08-09,8,SI - STD Pay @ 100%
2021-08-10,8,SI - STD Pay @ 100%
2021-08-11,8,SI - STD Pay @ 100%
2021-08-12,8,SI - STD Pay @ 100%
2021-08-13,8,SIE - STD Pay @ 100% Incident End
2021-09-16,8,SI - STD Pay @ 100%
2021-09-17,8,SI - STD Pay @ 100%
2021-09-20,8,SI - STD Pay @ 100%
2021-09-21,8,SI - STD Pay @ 100%
2021-09-22,8,SI - STD Pay @ 100%
2021-09-23,8,SI - STD Pay @ 100%
2021-09-24,8,SI - STD Pay @ 100%
2021-09-27,8,SI - STD Pay @ 100%
2021-09-28,8,SI - STD Pay @ 100%
2021-09-29,8,SI - STD Pay @ 100%
2021-09-30,8,SI - STD Pay @ 100%
2021-10-01,8,SI - STD Pay @ 100%
2021-10-04,8,SI - STD Pay @ 100%
2021-10-05,8,SI - STD Pay @ 100%
2021-10-06,8,SI - STD Pay @ 100%
2021-10-07,8,SI - STD Pay @ 100%
2021-10-08,8,SI - STD Pay @ 100%
2021-10-11,8,SI - STD Pay @ 100%
2021-10-12,8,SI - STD Pay @ 100%
2021-10-13,8,SI - STD Pay @ 100%
2021-10-14,8,SI - STD Pay @ 100%
2021-10-15,8,SI - STD Pay @ 100%
2021-10-18,8,SI - STD Pay @ 100%
2021-10-19,8,SIE - STD Pay @ 100% Incident End
2021-02-22,8,SI - STD Pay @ 100%
2021-02-23,8,SI - STD Pay @ 100%
2021-02-24,8,SI - STD Pay @ 100%
2021-02-25,8,SI - STD Pay @ 100%
2021-02-26,8,SI - STD Pay @ 100%
2021-03-01,8,SI - STD Pay @ 100%
2021-03-02,8,SI - STD Pay @ 100%
2021-03-03,8,SI - STD Pay @ 100%
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SI - STD Pay @ 100%
2021-03-08,8,SI - STD Pay @ 100%
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SI - STD Pay @ 100%
2021-03-11,8,SI - STD Pay @ 100%
2021-03-12,8,SI - STD Pay @ 100%
2021-03-15,8,SI - STD Pay @ 100%
2021-03-16,8,SI - STD Pay @ 100%
2021-03-17,8,SI - STD Pay @ 100%
2021-03-18,8,SI - STD Pay @ 100%
2021-03-19,8,SI - STD Pay @ 100%
2021-03-22,8,SI - STD Pay @ 100%
2021-03-23,8,SI - STD Pay @ 100%
2021-03-24,8,SI - STD Pay @ 100%
2021-03-25,8,SI - STD Pay @ 100%
2021-03-26,8,SI - STD Pay @ 100%
2021-03-29,8,SI - STD Pay @ 100%
2021-03-30,8,SI - STD Pay @ 100%
2021-03-31,8,SI - STD Pay @ 100%
2021-04-01,8,SI - STD Pay @ 100%
2021-04-02,8,SI - STD Pay @ 100%
2021-04-05,8,SI - STD Pay @ 100%
2021-04-06,8,SI - STD Pay @ 100%
2021-04-07,8,SI - STD Pay @ 100%
2021-04-08,8,SI - STD Pay @ 100%
2021-04-09,8,SI - STD Pay @ 100%
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SI - STD Pay @ 100%
2021-04-19,8,SI - STD Pay @ 100%
2021-04-20,8,SI - STD Pay @ 100%
2021-04-21,8,SI - STD Pay @ 100%
2021-04-22,8,SI - STD Pay @ 100%
2021-04-23,8,SI - STD Pay @ 100%
2021-04-26,8,SI - STD Pay @ 100%
2021-04-27,8,SI - STD Pay @ 100%
2021-04-28,8,SI - STD Pay @ 100%
2021-04-29,8,SI - STD Pay @ 100%
2021-04-30,8,SI - STD Pay @ 100%
2021-05-03,8,SI - STD Pay @ 100%
2021-05-04,8,SI - STD Pay @ 100%
2021-05-05,8,SI - STD Pay @ 100%
2021-05-06,8,SI - STD Pay @ 100%
2021-05-07,8,SI - STD Pay @ 100%
2021-05-10,8,SI - STD Pay @ 100%
2021-05-11,8,SI - STD Pay @ 100%
2021-05-12,8,SI - STD Pay @ 100%
2021-05-13,4.2,SI - STD Pay @ 100%
2021-05-14,6,SI - STD Pay @ 100%
2021-05-17,8,SI - STD Pay @ 100%
2021-05-18,8,SI - STD Pay @ 100%
2021-05-19,6,SI - STD Pay @ 100%
2021-05-20,6,SI - STD Pay @ 100%
2021-05-21,6,SI - STD Pay @ 100%
2021-05-24,6,SI - STD Pay @ 100%
2021-05-25,8,SI - STD Pay @ 100%
2021-05-26,6,SI - STD Pay @ 100%
2021-05-27,6,SI - STD Pay @ 100%
2021-05-28,6,SI - STD Pay @ 100%
2021-05-31,8,SI - STD Pay @ 100%
2021-06-01,6,SI - STD Pay @ 100%
2021-06-02,6,SI - STD Pay @ 100%
2021-06-03,6,SI - STD Pay @ 100%
2021-06-04,1,SIE - STD Pay @ 100% Incident End
2021-06-04,8,SI - STD Pay @ 100%
2021-06-09,8,SI - STD Pay @ 100%
2021-06-10,8,SI - STD Pay @ 100%
2021-06-11,8,SI - STD Pay @ 100%
2021-06-14,8,SI - STD Pay @ 100%
2021-06-15,8,SI - STD Pay @ 100%
2021-06-16,8,SI - STD Pay @ 100%
2021-06-17,8,SI - STD Pay @ 100%
2021-06-18,8,SI - STD Pay @ 100%
2021-06-21,8,SI - STD Pay @ 100%
2021-06-22,9,SI - STD Pay @ 100%
2021-06-23,8,SI - STD Pay @ 100%
2021-06-24,8,SI - STD Pay @ 100%
2021-06-25,8,SI - STD Pay @ 100%
2021-06-28,1.3,SIE - STD Pay @ 100% Incident End
2021-01-04,10,SI - STD Pay @ 100%
2021-01-05,10,SI - STD Pay @ 100%
2021-01-06,10,SIE - STD Pay @ 100% Incident End
2021-07-12,8,SI - STD Pay @ 100%
2021-07-14,8,SIE - STD Pay @ 100% Incident End
2021-01-19,10,SI - STD Pay @ 100%
2021-01-20,10,SIE - STD Pay @ 100% Incident End
2021-12-31,10,SI - STD Pay @ 100%
2021-11-04,10,SI - STD Pay @ 100%
2021-11-05,14,SI - STD Pay @ 100%
2021-11-06,14,SIE - STD Pay @ 100% Incident End
2021-11-21,14,SI - STD Pay @ 100%
2021-11-22,14,SIE - STD Pay @ 100% Incident End
2021-04-28,8.9,SI - STD Pay @ 100%
2021-05-02,8.9,SI - STD Pay @ 100%
2021-05-03,8.9,SI - STD Pay @ 100%
2021-05-04,8.9,SIE - STD Pay @ 100% Incident End
2021-07-11,8.9,SIE - STD Pay @ 100% Incident End
2021-11-15,8.9,SI - STD Pay @ 100%
2021-11-16,8.9,SI - STD Pay @ 100%
2021-11-17,8.9,SI - STD Pay @ 100%
2021-11-18,8.8,SIE - STD Pay @ 100% Incident End
2021-04-07,8,LS9 - Limited Sick @ 90%
2021-04-08,8,LS9 - Limited Sick @ 90%
2021-04-09,8,LS9 - Limited Sick @ 90%
2021-10-29,10,LS9 - Limited Sick @ 90%
2021-10-30,6,LS9 - Limited Sick @ 90%
2021-11-27,9.23,SI - STD Pay @ 100%
2021-11-28,9.23,SIE - STD Pay @ 100% Incident End
2021-03-28,8,SIE - STD Pay @ 100% Incident End
2021-09-03,8,SI - STD Pay @ 100%
2021-09-04,8,SIE - STD Pay @ 100% Incident End
2021-09-20,8,SI - STD Pay @ 100%
2021-09-22,8,SIE - STD Pay @ 100% Incident End
2021-01-26,8,SI - STD Pay @ 100%
2021-01-27,8,SI - STD Pay @ 100%
2021-01-28,8,SI - STD Pay @ 100%
2021-01-29,8,SIE - STD Pay @ 100% Incident End
2021-10-18,8,SI - STD Pay @ 100%
2021-10-19,8,SI - STD Pay @ 100%
2021-10-20,8,SI - STD Pay @ 100%
2021-10-21,8,SIE - STD Pay @ 100% Incident End
2021-12-08,2.25,SI - STD Pay @ 100%
2021-12-09,8,SI - STD Pay @ 100%
2021-12-10,8,SIE - STD Pay @ 100% Incident End
2021-08-03,10,SI - STD Pay @ 100%
2021-08-04,10,SI - STD Pay @ 100%
2021-08-05,14,SI - STD Pay @ 100%
2021-08-06,14,SIE - STD Pay @ 100% Incident End
2021-01-19,8,SI - STD Pay @ 100%
2021-01-20,8,SIE - STD Pay @ 100% Incident End
2021-08-22,10,SI - STD Pay @ 100%
2021-08-23,10,SIE - STD Pay @ 100% Incident End
2021-10-19,10,SI - STD Pay @ 100%
2021-10-20,10,SIE - STD Pay @ 100% Incident End
2021-11-17,10,SI - STD Pay @ 100%
2021-11-18,10,SIE - STD Pay @ 100% Incident End
2021-12-14,10,S7 - STD Pay @75%
2021-12-15,10,S7 - STD Pay @75%
2021-12-16,10,S7 - STD Pay @75%
2021-12-17,10,S7E - STD Pay @ 75% Incident End
2021-11-17,8,LS9 - Limited Sick @ 90%
2021-02-08,6.75,SI - STD Pay @ 100%
2021-02-09,6.75,SI - STD Pay @ 100%
2021-02-10,6.75,SI - STD Pay @ 100%
2021-02-11,6.75,SI - STD Pay @ 100%
2021-02-12,6.75,SI - STD Pay @ 100%
2021-02-15,6.75,SI - STD Pay @ 100%
2021-02-16,6.75,SI - STD Pay @ 100%
2021-02-17,6.75,SI - STD Pay @ 100%
2021-02-18,6.75,SI - STD Pay @ 100%
2021-02-19,6.75,SI - STD Pay @ 100%
2021-02-22,6.75,SI - STD Pay @ 100%
2021-02-23,6.75,SI - STD Pay @ 100%
2021-02-24,6.75,SI - STD Pay @ 100%
2021-02-25,6.75,SI - STD Pay @ 100%
2021-02-26,6.75,SI - STD Pay @ 100%
2021-03-01,6.75,SI - STD Pay @ 100%
2021-03-02,6.75,SI - STD Pay @ 100%
2021-03-03,6.75,SI - STD Pay @ 100%
2021-03-04,6.75,SI - STD Pay @ 100%
2021-03-05,6.75,SI - STD Pay @ 100%
2021-03-08,6.75,SI - STD Pay @ 100%
2021-03-09,6.75,SI - STD Pay @ 100%
2021-03-10,6.75,SI - STD Pay @ 100%
2021-03-11,6.75,SI - STD Pay @ 100%
2021-03-12,6.75,SI - STD Pay @ 100%
2021-03-15,6.75,SI - STD Pay @ 100%
2021-03-16,6.75,SI - STD Pay @ 100%
2021-03-17,6.75,SI - STD Pay @ 100%
2021-03-18,6.75,SI - STD Pay @ 100%
2021-03-19,6.75,SI - STD Pay @ 100%
2021-03-22,2.75,SI - STD Pay @ 100%
2021-03-23,2.75,SI - STD Pay @ 100%
2021-03-24,2.75,SI - STD Pay @ 100%
2021-03-25,2.75,SI - STD Pay @ 100%
2021-03-26,2.75,SI - STD Pay @ 100%
2021-03-29,6.75,SI - STD Pay @ 100%
2021-03-30,1.5,SI - STD Pay @ 100%
2021-03-31,1.5,SI - STD Pay @ 100%
2021-04-01,1.5,SI - STD Pay @ 100%
2021-04-02,6.75,SI - STD Pay @ 100%
2021-04-05,6.75,SIE - STD Pay @ 100% Incident End
2021-12-01,7.5,SI - STD Pay @ 100%
2021-12-02,7.5,SIE - STD Pay @ 100% Incident End
2021-12-08,8,S9 - STD Pay @ 90%
2021-12-09,8,S9 - STD Pay @ 90%
2021-12-10,8,S9 - STD Pay @ 90%
2021-12-11,8,S9 - STD Pay @ 90%
2021-12-12,8,S9E - STD Pay @ 90% Incident End
2021-01-28,6,SI - STD Pay @ 100%
2021-01-29,8,SIE - STD Pay @ 100% Incident End
2021-05-03,4,SIE - STD Pay @ 100% Incident End
2021-12-22,3,SI - STD Pay @ 100%
2021-12-23,8,SI - STD Pay @ 100%
2021-12-24,8,SIE - STD Pay @ 100% Incident End
2021-04-15,10,SI - STD Pay @ 100%
2021-04-16,10,SI - STD Pay @ 100%
2021-04-17,10,SIE - STD Pay @ 100% Incident End
2021-06-18,10,SI - STD Pay @ 100%
2021-06-19,10,SIE - STD Pay @ 100% Incident End
2021-07-14,10,SI - STD Pay @ 100%
2021-07-15,10,SI - STD Pay @ 100%
2021-07-16,6,SI - STD Pay @ 100%
2021-07-17,10,SIE - STD Pay @ 100% Incident End
2021-09-10,10,SI - STD Pay @ 100%
2021-09-11,10,SIE - STD Pay @ 100% Incident End
2021-10-02,7.5,S7E - STD Pay @ 75% Incident End
2021-12-11,14,SI - STD Pay @ 100%
2021-12-12,14,SIE - STD Pay @ 100% Incident End
2021-12-27,14,SI - STD Pay @ 100%
2021-12-28,14,SIE - STD Pay @ 100% Incident End
2021-07-19,7.5,SIE - STD Pay @ 100% Incident End
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SIE - STD Pay @ 100% Incident End
2021-05-03,8,SIE - STD Pay @ 100% Incident End
2021-06-14,8,SI - STD Pay @ 100%
2021-06-15,8,SI - STD Pay @ 100%
2021-06-16,8,SI - STD Pay @ 100%
2021-06-17,8,SI - STD Pay @ 100%
2021-06-18,8,SI - STD Pay @ 100%
2021-06-21,7.38,SI - STD Pay @ 100%
2021-06-22,7.38,SI - STD Pay @ 100%
2021-06-23,7.38,SI - STD Pay @ 100%
2021-06-24,7.38,SI - STD Pay @ 100%
2021-06-25,7.38,SI - STD Pay @ 100%
2021-06-28,7.38,SI - STD Pay @ 100%
2021-06-29,7.38,SI - STD Pay @ 100%
2021-06-30,7.38,SI - STD Pay @ 100%
2021-07-02,7.38,SI - STD Pay @ 100%
2021-07-05,7.38,SI - STD Pay @ 100%
2021-07-06,7.38,SI - STD Pay @ 100%
2021-07-07,7.38,SI - STD Pay @ 100%
2021-07-08,7.38,SI - STD Pay @ 100%
2021-07-09,7.38,SI - STD Pay @ 100%
2021-07-12,7.38,SI - STD Pay @ 100%
2021-07-13,7.38,SI - STD Pay @ 100%
2021-07-14,7.38,SI - STD Pay @ 100%
2021-07-15,7.38,SI - STD Pay @ 100%
2021-07-16,7.38,SI - STD Pay @ 100%
2021-07-19,7.38,SI - STD Pay @ 100%
2021-07-20,7.38,SI - STD Pay @ 100%
2021-07-21,7.38,SI - STD Pay @ 100%
2021-07-22,7.38,SI - STD Pay @ 100%
2021-07-23,7.38,SI - STD Pay @ 100%
2021-07-26,7.38,SI - STD Pay @ 100%
2021-07-27,7.38,SI - STD Pay @ 100%
2021-07-28,7.38,SI - STD Pay @ 100%
2021-07-29,7.38,SI - STD Pay @ 100%
2021-07-30,7.38,SI - STD Pay @ 100%
2021-08-03,7.38,SI - STD Pay @ 100%
2021-08-04,7.38,SI - STD Pay @ 100%
2021-08-05,7.38,SI - STD Pay @ 100%
2021-08-06,7.38,SI - STD Pay @ 100%
2021-08-09,7.38,SI - STD Pay @ 100%
2021-08-10,7.38,SI - STD Pay @ 100%
2021-08-11,7.38,SI - STD Pay @ 100%
2021-08-12,7.38,SI - STD Pay @ 100%
2021-08-13,7.38,SI - STD Pay @ 100%
2021-08-16,7.38,SI - STD Pay @ 100%
2021-08-17,7.38,SI - STD Pay @ 100%
2021-08-18,7.38,SI - STD Pay @ 100%
2021-08-19,7.38,SI - STD Pay @ 100%
2021-08-20,7.38,SI - STD Pay @ 100%
2021-08-23,7.38,SI - STD Pay @ 100%
2021-08-24,7.38,SI - STD Pay @ 100%
2021-08-25,7.38,SI - STD Pay @ 100%
2021-08-26,7.38,SI - STD Pay @ 100%
2021-08-27,7.38,SI - STD Pay @ 100%
2021-08-30,7.38,SI - STD Pay @ 100%
2021-08-31,7.38,SI - STD Pay @ 100%
2021-09-01,7.38,SI - STD Pay @ 100%
2021-09-02,7.38,SI - STD Pay @ 100%
2021-09-03,7.38,SI - STD Pay @ 100%
2021-09-07,7.38,SI - STD Pay @ 100%
2021-09-08,7.38,SI - STD Pay @ 100%
2021-09-09,7.38,SI - STD Pay @ 100%
2021-09-10,7.38,SI - STD Pay @ 100%
2021-09-13,7.38,SI - STD Pay @ 100%
2021-09-14,7.38,SI - STD Pay @ 100%
2021-09-15,7.38,SI - STD Pay @ 100%
2021-09-16,7.38,SI - STD Pay @ 100%
2021-09-17,7.38,SI - STD Pay @ 100%
2021-09-20,7.38,SI - STD Pay @ 100%
2021-09-21,7.38,SI - STD Pay @ 100%
2021-09-22,7.38,SI - STD Pay @ 100%
2021-09-23,7.38,SI - STD Pay @ 100%
2021-09-24,7.38,SI - STD Pay @ 100%
2021-09-27,7.38,SI - STD Pay @ 100%
2021-09-28,7.38,SI - STD Pay @ 100%
2021-09-29,7.38,SI - STD Pay @ 100%
2021-09-30,7.38,SI - STD Pay @ 100%
2021-10-01,7.38,SI - STD Pay @ 100%
2021-10-04,7.38,SI - STD Pay @ 100%
2021-10-05,7.38,SI - STD Pay @ 100%
2021-10-06,7.38,SI - STD Pay @ 100%
2021-10-07,7.38,SI - STD Pay @ 100%
2021-10-08,4.96,S9 - STD Pay @ 90%
2021-10-08,2.42,SI - STD Pay @ 100%
2021-10-12,7.38,S9 - STD Pay @ 90%
2021-10-13,7.38,S9 - STD Pay @ 90%
2021-10-14,4.28,S9E - STD Pay @ 90% Incident End
2021-05-31,7.5,SI - STD Pay @ 100%
2021-06-01,7.5,SI - STD Pay @ 100%
2021-06-02,7.5,SI - STD Pay @ 100%
2021-06-03,7.5,SI - STD Pay @ 100%
2021-06-04,7.5,SIE - STD Pay @ 100% Incident End
2021-03-19,7.75,SI - STD Pay @ 100%
2021-03-22,7.75,SIE - STD Pay @ 100% Incident End
2021-09-15,7.75,SIE - STD Pay @ 100% Incident End
2021-12-20,7.38,SI - STD Pay @ 100%
2021-12-21,7.38,SI - STD Pay @ 100%
2021-12-22,7.38,SI - STD Pay @ 100%
2021-12-23,7.38,SI - STD Pay @ 100%
2021-12-24,7.38,SI - STD Pay @ 100%
2021-12-29,7.38,SI - STD Pay @ 100%
2021-12-30,7.38,SI - STD Pay @ 100%
2021-12-31,7.38,SI - STD Pay @ 100%
2021-07-19,2,SIE - STD Pay @ 100% Incident End
2021-04-13,3.75,SIE - STD Pay @ 100% Incident End
2021-09-24,2.75,SIE - STD Pay @ 100% Incident End
2021-12-14,6.75,SI - STD Pay @ 100%
2021-12-15,4.25,SIE - STD Pay @ 100% Incident End
2021-05-04,6.75,SI - STD Pay @ 100%
2021-05-05,6.75,SIE - STD Pay @ 100% Incident End
2021-08-20,5.75,SIE - STD Pay @ 100% Incident End
2021-08-27,6.75,SI - STD Pay @ 100%
